// List of Teams and their ID's plus league IDs :
//1 => Orlando Magic (North American Baseball Association => 200)
//2 => Kansas City Keys (North American Baseball Association => 200)
//3 => NOVA Navigators (North American Baseball Association => 200)
//4 => Sacramento Sluggers (North American Baseball Association => 200)
//5 => Salt Lake City Missionaries (North American Baseball Association => 200)
//6 => New York Revolution (North American Baseball Association => 200)
//7 => Brampton Baboons (North American Baseball Association => 200)
//8 => Atlanta Bombers (North American Baseball Association => 200)
//9 => Raleigh Raptor Boats (North American Baseball Association => 200)
//10 => San Antonio Predators (North American Baseball Association => 200)
//11 => Columbia Crusaders (North American Baseball Association => 200)
//12 => Monterrey Los Hidalgos (North American Baseball Association => 200)
//13 => San Juan Defenders (North American Baseball Association => 200)
//14 => Mexico City Blazers (North American Baseball Association => 200)
//15 => Richmond Kings (North American Baseball Association => 200)
//16 => Hamilton Hitters (North American Baseball Association => 200)
//
//FILE FORMAT:
//player ID, lastname, firstname, year, team ID, g, gs, pa, ab, h, 2b, 3b, hr, rbi, r, sb, cs, bb, hp, k, sh, sf, gdp, ibb, ci, pitches seen, vorp, split_id, team_abbr, league_abbr, team_name, league_name, league_level_id, bbrefid, bbrefminorid, OOTP pID
//split_id: 1 = overall; 2 = vsL; 3 = vsR; 21 = Playoffs
//NOTE: Player, team and league names are purely cosmetical and will not be used when importing stats from this file!
735,Adamic,John,2023,10,16,15,55,54,13,3,1,1,3,5,0,0,1,0,13,0,0,0,0,0,216,-0.2,1,SA,NABA,San Antonio,North American Baseball Association,1,,,735,eol
735,Adamic,John,2023,10,15,13,49,48,12,3,1,1,3,5,0,0,1,0,12,0,0,0,0,0,0,-0.1,3,SA,NABA,San Antonio,North American Baseball Association,1,,,735,eol
735,Adamic,John,2023,10,3,2,6,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.1,2,SA,NABA,San Antonio,North American Baseball Association,1,,,735,eol
400,Aguilar,Mario,2023,16,24,22,94,85,32,7,0,2,11,10,0,0,9,0,13,0,0,2,0,0,344,0.7,1,HAM,NABA,Hamilton,North American Baseball Association,1,,,400,eol
400,Aguilar,Mario,2023,16,22,9,58,53,18,2,0,1,4,6,0,0,5,0,9,0,0,2,0,0,0,0.1,3,HAM,NABA,Hamilton,North American Baseball Association,1,,,400,eol
400,Aguilar,Mario,2023,16,13,13,36,32,14,5,0,1,7,4,0,0,4,0,4,0,0,0,0,0,0,0.4,2,HAM,NABA,Hamilton,North American Baseball Association,1,,,400,eol
166,Aguilar,Tim,2022,12,77,75,278,259,51,13,0,4,18,23,8,2,15,1,50,2,1,9,0,0,1020,-0.3,1,MON,NABA,Monterrey,North American Baseball Association,1,,,166,eol
166,Aguilar,Tim,2022,12,73,59,229,213,46,12,0,3,17,20,0,0,12,1,40,2,1,7,0,0,0,0.2,3,MON,NABA,Monterrey,North American Baseball Association,1,,,166,eol
166,Aguilar,Tim,2022,12,23,15,49,46,5,1,0,1,1,3,0,0,3,0,10,0,0,2,0,0,0,0.5,2,MON,NABA,Monterrey,North American Baseball Association,1,,,166,eol
166,Aguilar,Tim,2023,12,76,75,246,225,47,11,2,0,15,19,5,5,11,4,65,4,2,5,0,0,919,-0.7,1,MON,NABA,Monterrey,North American Baseball Association,1,,,166,eol
166,Aguilar,Tim,2023,12,69,57,194,179,37,7,2,0,15,17,0,0,7,4,51,2,2,3,0,0,0,-0.2,3,MON,NABA,Monterrey,North American Baseball Association,1,,,166,eol
166,Aguilar,Tim,2023,12,27,18,52,46,10,4,0,0,0,2,0,0,4,0,14,2,0,2,0,0,0,0.6,2,MON,NABA,Monterrey,North American Baseball Association,1,,,166,eol
699,Ambriz,Roman,2022,12,31,14,74,64,18,5,1,1,5,7,0,2,7,2,21,0,0,2,1,1,296,0.1,1,MON,NABA,Monterrey,North American Baseball Association,1,,,699,eol
699,Ambriz,Roman,2022,12,29,12,64,55,13,3,1,1,5,6,0,0,7,1,20,0,0,2,1,1,0,-0.1,3,MON,NABA,Monterrey,North American Baseball Association,1,,,699,eol
699,Ambriz,Roman,2022,12,6,2,10,9,5,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.1,2,MON,NABA,Monterrey,North American Baseball Association,1,,,699,eol
699,Ambriz,Roman,2023,12,42,14,78,70,12,3,1,2,10,7,0,3,7,0,20,0,1,3,1,0,323,-0.4,1,MON,NABA,Monterrey,North American Baseball Association,1,,,699,eol
699,Ambriz,Roman,2023,12,37,8,60,52,10,3,1,1,9,6,0,0,7,0,14,0,1,3,1,0,0,-0.1,3,MON,NABA,Monterrey,North American Baseball Association,1,,,699,eol
699,Ambriz,Roman,2023,12,9,6,18,18,2,0,0,1,1,1,0,0,0,0,6,0,0,0,0,0,0,-0.2,2,MON,NABA,Monterrey,North American Baseball Association,1,,,699,eol
214,Anderson,John,2022,11,77,76,344,318,102,20,3,5,48,39,7,4,20,2,40,0,4,12,0,0,1244,0.9,1,COL,NABA,Columbia,North American Baseball Association,1,,,214,eol
214,Anderson,John,2022,11,26,18,65,58,20,5,0,1,11,10,0,0,5,1,5,0,1,1,0,0,0,-0.2,2,COL,NABA,Columbia,North American Baseball Association,1,,,214,eol
214,Anderson,John,2022,11,73,58,279,260,82,15,3,4,37,29,0,0,15,1,35,0,3,11,0,0,0,0.4,3,COL,NABA,Columbia,North American Baseball Association,1,,,214,eol
214,Anderson,John,2023,11,75,75,330,313,92,20,7,3,35,35,2,6,12,4,34,0,1,12,0,0,1205,-0.2,1,COL,NABA,Columbia,North American Baseball Association,1,,,214,eol
214,Anderson,John,2023,11,72,60,277,262,76,19,4,2,29,25,0,0,11,3,29,0,1,10,0,0,0,0.1,3,COL,NABA,Columbia,North American Baseball Association,1,,,214,eol
214,Anderson,John,2023,11,19,15,53,51,16,1,3,1,6,10,0,0,1,1,5,0,0,2,0,0,0,-0.2,2,COL,NABA,Columbia,North American Baseball Association,1,,,214,eol
124,Andrade,Domingo,2022,7,80,77,356,317,91,22,1,11,38,46,8,2,34,5,59,0,0,4,3,0,1343,1.7,1,BRA,NABA,Brampton,North American Baseball Association,1,,,124,eol
124,Andrade,Domingo,2022,7,21,10,43,39,10,4,0,1,3,5,0,0,3,1,9,0,0,0,0,0,0,0.0,2,BRA,NABA,Brampton,North American Baseball Association,1,,,124,eol
124,Andrade,Domingo,2022,7,78,67,313,278,81,18,1,10,35,41,0,0,31,4,50,0,0,4,3,0,0,1.6,3,BRA,NABA,Brampton,North American Baseball Association,1,,,124,eol
124,Andrade,Domingo,2023,7,78,77,350,314,77,24,3,11,48,41,2,3,30,3,81,0,2,3,4,1,1309,0.6,1,BRA,NABA,Brampton,North American Baseball Association,1,,,124,eol
124,Andrade,Domingo,2023,7,75,57,280,251,67,22,2,10,42,36,0,0,26,2,64,0,1,3,4,0,0,1.0,3,BRA,NABA,Brampton,North American Baseball Association,1,,,124,eol
124,Andrade,Domingo,2023,7,30,20,70,63,10,2,1,1,6,5,0,0,4,1,17,0,1,0,0,1,0,-0.6,2,BRA,NABA,Brampton,North American Baseball Association,1,,,124,eol
158,Angulo,Danny,2022,13,67,61,269,241,73,15,1,10,41,45,2,0,25,1,36,0,2,8,0,0,1023,1.3,1,SJ,NABA,San Juan,North American Baseball Association,1,,,158,eol
158,Angulo,Danny,2022,13,62,49,227,206,61,14,1,9,34,39,0,0,19,1,33,0,1,7,0,0,0,1.2,3,SJ,NABA,San Juan,North American Baseball Association,1,,,158,eol
158,Angulo,Danny,2022,13,18,12,42,35,12,1,0,1,7,6,0,0,6,0,3,0,1,1,0,0,0,0.2,2,SJ,NABA,San Juan,North American Baseball Association,1,,,158,eol
158,Angulo,Danny,2023,9,63,59,270,236,82,19,1,6,46,34,2,1,19,10,39,0,5,5,1,0,973,2.2,1,RAL,NABA,Raleigh,North American Baseball Association,1,,,158,eol
158,Angulo,Danny,2023,9,60,52,239,207,74,17,1,6,39,30,0,0,17,10,32,0,5,2,1,0,0,2.0,3,RAL,NABA,Raleigh,North American Baseball Association,1,,,158,eol
158,Angulo,Danny,2023,9,15,7,31,29,8,2,0,0,7,4,0,0,2,0,7,0,0,3,0,0,0,-0.2,2,RAL,NABA,Raleigh,North American Baseball Association,1,,,158,eol
160,Archibeque,Alex,2022,14,79,77,365,348,116,35,6,9,47,57,5,7,7,6,26,0,4,3,0,0,1105,1.2,1,MC,NABA,Mexico City,North American Baseball Association,1,,,160,eol
160,Archibeque,Alex,2022,14,79,64,313,298,98,32,6,9,42,49,0,0,6,6,19,0,3,3,0,0,0,1.6,3,MC,NABA,Mexico City,North American Baseball Association,1,,,160,eol
160,Archibeque,Alex,2022,14,22,13,52,50,18,3,0,0,5,8,0,0,1,0,7,0,1,0,0,0,0,-0.4,2,MC,NABA,Mexico City,North American Baseball Association,1,,,160,eol
160,Archibeque,Alex,2022,14,16,16,76,72,32,10,0,1,7,19,1,1,3,0,4,0,1,1,0,0,277,0.5,21,MC,NABA,Mexico City,North American Baseball Association,1,,,160,eol
160,Archibeque,Alex,2023,14,80,78,341,313,115,33,3,11,65,52,8,6,25,3,33,0,0,4,3,0,1152,2.9,1,MC,NABA,Mexico City,North American Baseball Association,1,,,160,eol
160,Archibeque,Alex,2023,14,24,15,53,51,23,6,0,3,9,10,0,0,0,2,9,0,0,0,0,0,0,0.3,2,MC,NABA,Mexico City,North American Baseball Association,1,,,160,eol
160,Archibeque,Alex,2023,14,79,63,288,262,92,27,3,8,56,42,0,0,25,1,24,0,0,4,3,0,0,2.1,3,MC,NABA,Mexico City,North American Baseball Association,1,,,160,eol
658,Arcia,Ed,2023,13,42,31,140,114,31,7,1,4,12,20,0,0,24,1,33,0,1,3,1,0,559,0.3,1,SJ,NABA,San Juan,North American Baseball Association,1,,,658,eol
658,Arcia,Ed,2023,13,42,29,132,107,28,7,1,4,12,18,0,0,23,1,32,0,1,3,1,0,0,0.5,3,SJ,NABA,San Juan,North American Baseball Association,1,,,658,eol
658,Arcia,Ed,2023,13,5,2,8,7,3,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,-0.2,2,SJ,NABA,San Juan,North American Baseball Association,1,,,658,eol
451,Arechiga,Avraham,2022,4,75,75,275,250,74,16,1,3,25,34,3,2,22,0,44,0,3,7,0,0,974,1.1,1,SAC,NABA,Sacramento,North American Baseball Association,1,,,451,eol
451,Arechiga,Avraham,2022,4,69,61,229,211,66,14,1,3,20,31,0,0,15,0,33,0,3,6,0,0,0,1.4,3,SAC,NABA,Sacramento,North American Baseball Association,1,,,451,eol
451,Arechiga,Avraham,2022,4,24,14,46,39,8,2,0,0,5,3,0,0,7,0,11,0,0,1,0,0,0,0.5,2,SAC,NABA,Sacramento,North American Baseball Association,1,,,451,eol
451,Arechiga,Avraham,2023,4,75,74,298,271,60,16,2,2,20,32,2,2,20,4,59,3,0,10,0,0,1069,-0.1,1,SAC,NABA,Sacramento,North American Baseball Association,1,,,451,eol
451,Arechiga,Avraham,2023,4,72,52,228,209,47,12,2,1,16,24,0,0,15,2,42,2,0,6,0,0,0,-0.1,3,SAC,NABA,Sacramento,North American Baseball Association,1,,,451,eol
451,Arechiga,Avraham,2023,4,32,22,70,62,13,4,0,1,4,8,0,0,5,2,17,1,0,4,0,0,0,0.3,2,SAC,NABA,Sacramento,North American Baseball Association,1,,,451,eol
461,Armenta,Alex,2022,16,24,20,85,77,18,7,0,1,8,13,0,0,8,0,26,0,0,2,0,0,333,0.1,1,HAM,NABA,Hamilton,North American Baseball Association,1,,,461,eol
461,Armenta,Alex,2022,16,8,4,16,13,1,0,0,0,0,2,0,0,3,0,6,0,0,0,0,0,0,-0.0,2,HAM,NABA,Hamilton,North American Baseball Association,1,,,461,eol
461,Armenta,Alex,2022,16,22,16,69,64,17,7,0,1,8,11,0,0,5,0,20,0,0,2,0,0,0,0.3,3,HAM,NABA,Hamilton,North American Baseball Association,1,,,461,eol
461,Armenta,Alex,2023,16,28,22,91,81,22,7,0,1,8,11,0,0,10,0,27,0,0,2,0,0,362,0.3,1,HAM,NABA,Hamilton,North American Baseball Association,1,,,461,eol
461,Armenta,Alex,2023,16,22,14,71,62,16,5,0,1,5,8,0,0,9,0,19,0,0,2,0,0,0,0.4,3,HAM,NABA,Hamilton,North American Baseball Association,1,,,461,eol
461,Armenta,Alex,2023,16,8,8,20,19,6,2,0,0,3,3,0,0,1,0,8,0,0,0,0,0,0,0.2,2,HAM,NABA,Hamilton,North American Baseball Association,1,,,461,eol
755,Avila,Bill,2022,2,60,60,233,217,57,14,2,3,33,27,0,0,11,2,30,0,3,7,0,0,770,-0.4,1,KC,NABA,Kansas City,North American Baseball Association,1,,,755,eol
755,Avila,Bill,2022,2,56,49,192,180,51,12,2,2,28,22,0,0,8,1,23,0,3,6,0,0,0,-0.4,3,KC,NABA,Kansas City,North American Baseball Association,1,,,755,eol
755,Avila,Bill,2022,2,21,11,41,37,6,2,0,1,5,5,0,0,3,1,7,0,0,1,0,0,0,-0.9,2,KC,NABA,Kansas City,North American Baseball Association,1,,,755,eol
755,Avila,Bill,2023,2,62,61,238,221,56,11,1,2,30,23,1,1,11,3,27,1,2,6,0,0,782,-0.2,1,KC,NABA,Kansas City,North American Baseball Association,1,,,755,eol
755,Avila,Bill,2023,2,58,47,196,184,46,8,1,2,27,21,0,0,9,2,22,0,1,5,0,0,0,-0.3,3,KC,NABA,Kansas City,North American Baseball Association,1,,,755,eol
755,Avila,Bill,2023,2,21,14,42,37,10,3,0,0,3,2,0,0,2,1,5,1,1,1,0,0,0,-0.1,2,KC,NABA,Kansas City,North American Baseball Association,1,,,755,eol
455,Ayala,Danny,2022,11,11,10,38,36,6,1,0,0,2,0,0,0,1,1,9,0,0,0,0,0,142,-0.4,1,COL,NABA,Columbia,North American Baseball Association,1,,,455,eol
455,Ayala,Danny,2022,11,11,8,32,31,6,1,0,0,2,0,0,0,0,1,7,0,0,0,0,0,0,-0.4,3,COL,NABA,Columbia,North American Baseball Association,1,,,455,eol
455,Ayala,Danny,2022,11,2,2,6,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,-0.2,2,COL,NABA,Columbia,North American Baseball Association,1,,,455,eol
306,Baldwin,Nate,2022,10,77,75,327,299,55,12,1,11,37,24,1,4,17,8,78,0,3,6,5,0,1219,-1.6,1,SA,NABA,San Antonio,North American Baseball Association,1,,,306,eol
306,Baldwin,Nate,2022,10,73,59,257,234,45,10,1,8,27,18,0,0,14,7,57,0,2,6,4,0,0,-0.9,3,SA,NABA,San Antonio,North American Baseball Association,1,,,306,eol
306,Baldwin,Nate,2022,10,33,16,70,65,10,2,0,3,10,6,0,0,3,1,21,0,1,0,1,0,0,-0.5,2,SA,NABA,San Antonio,North American Baseball Association,1,,,306,eol
306,Baldwin,Nate,2023,10,77,75,322,294,75,20,1,13,51,43,7,1,26,0,64,0,2,12,0,0,1248,1.4,1,SA,NABA,San Antonio,North American Baseball Association,1,,,306,eol
306,Baldwin,Nate,2023,10,73,62,273,251,65,17,1,12,45,36,0,0,20,0,54,0,2,10,0,0,0,0.8,3,SA,NABA,San Antonio,North American Baseball Association,1,,,306,eol
306,Baldwin,Nate,2023,10,21,13,49,43,10,3,0,1,6,7,0,0,6,0,10,0,0,2,0,0,0,-0.0,2,SA,NABA,San Antonio,North American Baseball Association,1,,,306,eol
358,Barber,Sean,2022,9,34,12,54,49,14,7,0,0,5,1,1,0,3,0,9,1,1,3,0,0,195,-0.3,1,RAL,NABA,Raleigh,North American Baseball Association,1,,,358,eol
358,Barber,Sean,2022,9,22,10,46,41,12,5,0,0,5,0,0,0,3,0,9,1,1,3,0,0,0,-0.2,3,RAL,NABA,Raleigh,North American Baseball Association,1,,,358,eol
358,Barber,Sean,2022,9,5,2,8,8,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3,2,RAL,NABA,Raleigh,North American Baseball Association,1,,,358,eol
752,Barilla,Chris,2022,12,74,72,287,263,57,12,1,4,34,24,9,3,17,7,68,0,0,6,0,0,1087,-0.2,1,MON,NABA,Monterrey,North American Baseball Association,1,,,752,eol
752,Barilla,Chris,2022,12,24,15,56,50,11,2,1,1,9,5,0,0,4,2,13,0,0,2,0,0,0,0.3,2,MON,NABA,Monterrey,North American Baseball Association,1,,,752,eol
752,Barilla,Chris,2022,12,71,57,231,213,46,10,0,3,25,19,0,0,13,5,55,0,0,4,0,0,0,-0.3,3,MON,NABA,Monterrey,North American Baseball Association,1,,,752,eol
752,Barilla,Chris,2023,12,76,74,306,276,70,15,3,4,20,31,14,4,21,8,57,0,1,5,1,0,1138,0.9,1,MON,NABA,Monterrey,North American Baseball Association,1,,,752,eol
752,Barilla,Chris,2023,12,70,56,240,221,61,13,3,3,18,26,0,0,12,6,39,0,1,4,0,0,0,0.8,3,MON,NABA,Monterrey,North American Baseball Association,1,,,752,eol
752,Barilla,Chris,2023,12,30,18,66,55,9,2,0,1,2,5,0,0,9,2,18,0,0,1,1,0,0,0.1,2,MON,NABA,Monterrey,North American Baseball Association,1,,,752,eol
646,Barlow,Jason,2022,9,77,75,299,274,56,9,1,2,20,33,4,1,16,6,64,0,3,3,0,0,1168,-0.6,1,RAL,NABA,Raleigh,North American Baseball Association,1,,,646,eol
646,Barlow,Jason,2022,9,73,63,256,237,49,8,1,2,19,31,0,0,11,5,56,0,3,2,0,0,0,-0.8,3,RAL,NABA,Raleigh,North American Baseball Association,1,,,646,eol
646,Barlow,Jason,2022,9,25,12,43,37,7,1,0,0,1,2,0,0,5,1,8,0,0,1,0,0,0,0.2,2,RAL,NABA,Raleigh,North American Baseball Association,1,,,646,eol
646,Barlow,Jason,2023,9,77,73,287,255,54,11,1,2,23,23,3,0,15,11,55,4,2,10,0,0,1050,-0.3,1,RAL,NABA,Raleigh,North American Baseball Association,1,,,646,eol
646,Barlow,Jason,2023,9,75,64,253,228,48,10,0,2,21,20,0,0,12,9,49,2,2,9,0,0,0,-0.4,3,RAL,NABA,Raleigh,North American Baseball Association,1,,,646,eol
646,Barlow,Jason,2023,9,16,9,34,27,6,1,1,0,2,3,0,0,3,2,6,2,0,1,0,0,0,0.5,2,RAL,NABA,Raleigh,North American Baseball Association,1,,,646,eol
73,Barnhart,Ted,2022,7,32,27,119,111,26,5,0,8,18,12,0,0,7,1,26,0,0,2,0,0,442,0.1,1,BRA,NABA,Brampton,North American Baseball Association,1,,,73,eol
73,Barnhart,Ted,2022,7,17,12,43,39,16,4,0,6,13,10,0,0,4,0,10,0,0,0,0,0,0,1.0,2,BRA,NABA,Brampton,North American Baseball Association,1,,,73,eol
73,Barnhart,Ted,2022,7,28,15,76,72,10,1,0,2,5,2,0,0,3,1,16,0,0,2,0,0,0,-0.7,3,BRA,NABA,Brampton,North American Baseball Association,1,,,73,eol
73,Barnhart,Ted,2023,7,49,46,203,186,35,6,0,8,24,19,1,1,15,0,55,0,2,1,0,0,766,-1.1,1,BRA,NABA,Brampton,North American Baseball Association,1,,,73,eol
73,Barnhart,Ted,2023,7,45,25,134,120,19,3,0,3,16,12,0,0,12,0,30,0,2,1,0,0,0,-1.2,3,BRA,NABA,Brampton,North American Baseball Association,1,,,73,eol
73,Barnhart,Ted,2023,7,27,21,69,66,16,3,0,5,8,7,0,0,3,0,25,0,0,0,0,0,0,-0.3,2,BRA,NABA,Brampton,North American Baseball Association,1,,,73,eol
272,Bass,Steven,2022,4,75,75,339,323,96,23,4,8,36,47,0,1,12,2,40,0,2,7,0,0,1125,0.6,1,SAC,NABA,Sacramento,North American Baseball Association,1,,,272,eol
272,Bass,Steven,2022,4,73,60,283,269,78,20,4,4,26,39,0,0,11,2,35,0,1,6,0,0,0,0.4,3,SAC,NABA,Sacramento,North American Baseball Association,1,,,272,eol
272,Bass,Steven,2022,4,27,15,56,54,18,3,0,4,10,8,0,0,1,0,5,0,1,1,0,0,0,0.1,2,SAC,NABA,Sacramento,North American Baseball Association,1,,,272,eol
272,Bass,Steven,2023,4,73,69,341,323,88,23,4,4,25,42,2,2,11,5,41,0,2,11,3,0,1052,-0.5,1,SAC,NABA,Sacramento,North American Baseball Association,1,,,272,eol
272,Bass,Steven,2023,4,68,52,277,267,75,20,4,4,21,35,0,0,8,1,34,0,1,7,2,0,0,-0.4,3,SAC,NABA,Sacramento,North American Baseball Association,1,,,272,eol
272,Bass,Steven,2023,4,29,17,64,56,13,3,0,0,4,7,0,0,3,4,7,0,1,4,1,0,0,-0.9,2,SAC,NABA,Sacramento,North American Baseball Association,1,,,272,eol
640,Bell,John,2022,16,80,78,362,328,102,27,4,13,64,54,2,2,32,1,50,0,1,7,6,0,1408,2.3,1,HAM,NABA,Hamilton,North American Baseball Association,1,,,640,eol
640,Bell,John,2022,16,78,62,301,273,88,25,4,11,56,44,0,0,26,1,40,0,1,6,6,0,0,1.8,3,HAM,NABA,Hamilton,North American Baseball Association,1,,,640,eol
640,Bell,John,2022,16,24,16,61,55,14,2,0,2,8,10,0,0,6,0,10,0,0,1,0,0,0,-0.3,2,HAM,NABA,Hamilton,North American Baseball Association,1,,,640,eol
640,Bell,John,2022,16,11,11,48,45,14,2,0,3,9,12,1,0,3,0,8,0,0,1,0,0,170,-0.1,21,HAM,NABA,Hamilton,North American Baseball Association,1,,,640,eol
640,Bell,John,2023,16,79,78,366,330,111,22,3,23,79,61,0,0,33,2,59,0,1,4,4,0,1407,3.3,1,HAM,NABA,Hamilton,North American Baseball Association,1,,,640,eol
640,Bell,John,2023,16,32,24,83,77,21,7,0,5,18,13,0,0,4,1,17,0,1,1,0,0,0,-0.1,2,HAM,NABA,Hamilton,North American Baseball Association,1,,,640,eol
640,Bell,John,2023,16,77,54,283,253,90,15,3,18,61,48,0,0,29,1,42,0,0,3,4,0,0,2.9,3,HAM,NABA,Hamilton,North American Baseball Association,1,,,640,eol
219,Belo,Casey,2022,10,80,75,343,317,97,19,6,2,37,44,22,3,18,0,40,5,3,3,1,0,1177,1.8,1,SA,NABA,San Antonio,North American Baseball Association,1,,,219,eol
219,Belo,Casey,2022,10,76,58,273,252,75,17,6,1,31,36,0,0,14,0,33,4,3,1,1,0,0,0.9,3,SA,NABA,San Antonio,North American Baseball Association,1,,,219,eol
219,Belo,Casey,2022,10,31,17,70,65,22,2,0,1,6,8,0,0,4,0,7,1,0,2,0,0,0,0.7,2,SA,NABA,San Antonio,North American Baseball Association,1,,,219,eol
219,Belo,Casey,2023,10,45,44,187,176,50,9,3,0,18,22,10,2,11,0,20,0,0,2,2,0,587,0.8,1,SA,NABA,San Antonio,North American Baseball Association,1,,,219,eol
219,Belo,Casey,2023,10,44,37,159,148,41,9,2,0,12,18,0,0,11,0,17,0,0,1,2,0,0,0.5,3,SA,NABA,San Antonio,North American Baseball Association,1,,,219,eol
219,Belo,Casey,2023,10,14,7,28,28,9,0,1,0,6,4,0,0,0,0,3,0,0,1,0,0,0,0.5,2,SA,NABA,San Antonio,North American Baseball Association,1,,,219,eol
219,Belo,Casey,2023,9,31,30,136,130,45,8,1,1,8,19,12,3,5,0,12,1,0,0,0,0,441,1.0,1,RAL,NABA,Raleigh,North American Baseball Association,1,,,219,eol
219,Belo,Casey,2023,9,30,26,117,111,38,8,1,0,7,13,0,0,5,0,11,1,0,0,0,0,0,0.8,3,RAL,NABA,Raleigh,North American Baseball Association,1,,,219,eol
219,Belo,Casey,2023,9,9,4,19,19,7,0,0,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0.4,2,RAL,NABA,Raleigh,North American Baseball Association,1,,,219,eol
416,Benjamin,Jack,2022,13,78,78,353,315,98,19,2,9,45,45,0,0,20,15,33,0,3,14,4,0,1205,1.0,1,SJ,NABA,San Juan,North American Baseball Association,1,,,416,eol
416,Benjamin,Jack,2022,13,75,62,295,260,82,17,2,7,39,42,0,0,18,14,25,0,3,13,3,0,0,1.4,3,SJ,NABA,San Juan,North American Baseball Association,1,,,416,eol
416,Benjamin,Jack,2022,13,23,16,58,55,16,2,0,2,6,3,0,0,2,1,8,0,0,1,1,0,0,-0.2,2,SJ,NABA,San Juan,North American Baseball Association,1,,,416,eol
416,Benjamin,Jack,2023,13,80,78,348,322,100,27,0,10,42,46,0,0,16,8,46,0,1,16,0,1,1189,0.7,1,SJ,NABA,San Juan,North American Baseball Association,1,,,416,eol
416,Benjamin,Jack,2023,13,77,61,286,263,85,23,0,9,39,39,0,0,15,6,41,0,1,12,0,1,0,1.4,3,SJ,NABA,San Juan,North American Baseball Association,1,,,416,eol
416,Benjamin,Jack,2023,13,27,17,62,59,15,4,0,1,3,7,0,0,1,2,5,0,0,4,0,0,0,-0.6,2,SJ,NABA,San Juan,North American Baseball Association,1,,,416,eol
